3.024483299255371094e+01 1.328334095887839794e-03
3.280034637451171875e+01 1.385011011734604836e-03
2.925698280334472656e+01 1.385011011734604836e-03
2.944559860229492188e+01 1.439051353372633457e-03
3.620498657226562500e+01 1.439051353372633457e-03
4.096976852416992188e+01 1.490352442488074303e-03
3.939093780517578125e+01 1.490352442488074303e-03
3.707865142822265625e+01 1.490352442488074303e-03
4.194040679931640625e+01 1.538816606625914574e-03
4.268786621093750000e+01 1.538816606625914574e-03
4.066849136352539062e+01 1.538816606625914574e-03
3.801046752929687500e+01 1.538816606625914574e-03
3.359703826904296875e+01 1.538816606625914574e-03
3.624738311767578125e+01 1.538816606625914574e-03
4.178065490722656250e+01 1.584351412020623684e-03
4.269446563720703125e+01 1.584351412020623684e-03
4.486824417114257812e+01 1.584351412020623684e-03
4.331253433227539062e+01 1.584351412020623684e-03
4.370761871337890625e+01 1.584351412020623684e-03
4.203421020507812500e+01 1.584351412020623684e-03
3.952606201171875000e+01 1.584351412020623684e-03
3.132526588439941406e+01 1.584351412020623684e-03
3.652336883544921875e+01 1.584351412020623684e-03
4.396737670898437500e+01 1.626870362088084221e-03
4.370692062377929688e+01 1.626870362088084221e-03
4.543904495239257812e+01 1.626870362088084221e-03
4.521367645263671875e+01 1.626870362088084221e-03
4.475199127197265625e+01 1.626870362088084221e-03
4.344748687744140625e+01 1.626870362088084221e-03
3.970518112182617188e+01 1.626870362088084221e-03
3.248749923706054688e+01 1.626870362088084221e-03
3.806069946289062500e+01 1.626870362088084221e-03
4.424097061157226562e+01 1.666292548179626465e-03
4.230461120605468750e+01 1.666292548179626465e-03
3.987761688232421875e+01 1.666292548179626465e-03
4.404329681396484375e+01 1.702542765997350216e-03
4.209046554565429688e+01 1.702542765997350216e-03
3.943078613281250000e+01 1.702542765997350216e-03
4.534477615356445312e+01 1.735552097670733929e-03
4.341999053955078125e+01 1.735552097670733929e-03
4.134453964233398438e+01 1.735552097670733929e-03
3.837866210937500000e+01 1.735552097670733929e-03
4.197824478149414062e+01 1.765257795341312885e-03
3.961469650268554688e+01 1.765257795341312885e-03
3.918706130981445312e+01 1.814538147300481796e-03
